# RFC1213-MIB list of identifiers (generated by smidump 0.4.5)

# WARNING: this output may be incorrect due to significant parse errors

RFC1213-MIB DisplayString           type        
RFC1213-MIB PhysAddress             type        
RADIUS-AUTH-SERVER-MIB radiusAuthServTotalAccessAccepts           scalar       1.3.6.1.2.1.67.1.1.1.1.8
RADIUS-AUTH-SERVER-MIB radiusAuthServTotalAccessRejects           scalar       1.3.6.1.2.1.67.1.1.1.1.9
RADIUS-AUTH-SERVER-MIB radiusAuthServTotalAccessChallenges        scalar       1.3.6.1.2.1.67.1.1.1.1.10
RADIUS-AUTH-SERVER-MIB radiusAuthServTotalMalformedAccessRequests scalar       1.3.6.1.2.1.67.1.1.1.1.11
RADIUS-AUTH-SERVER-MIB radiusAuthServTotalBadAuthenticators       scalar       1.3.6.1.2.1.67.1.1.1.1.12
RADIUS-AUTH-SERVER-MIB radiusAuthServTotalPacketsDropped          scalar       1.3.6.1.2.1.67.1.1.1.1.13
RADIUS-AUTH-SERVER-MIB radiusAuthServTotalUnknownTypes            scalar       1.3.6.1.2.1.67.1.1.1.1.14
RADIUS-AUTH-SERVER-MIB radiusAuthClientTable                      table        1.3.6.1.2.1.67.1.1.1.1.15
RADIUS-AUTH-SERVER-MIB radiusAuthClientEntry                      row          1.3.6.1.2.1.67.1.1.1.1.15.1
RADIUS-AUTH-SERVER-MIB radiusAuthClientIndex                      column       1.3.6.1.2.1.67.1.1.1.1.15.1.1
RADIUS-AUTH-SERVER-MIB radiusAuthClientAddress                    column       1.3.6.1.2.1.67.1.1.1.1.15.1.2
RADIUS-AUTH-SERVER-MIB radiusAuthClientID                         column       1.3.6.1.2.1.67.1.1.1.1.15.1.3
RADIUS-AUTH-SERVER-MIB radiusAuthServAccessRequests               column       1.3.6.1.2.1.67.1.1.1.1.15.1.4
RADIUS-AUTH-SERVER-MIB radiusAuthServDupAccessRequests            column       1.3.6.1.2.1.67.1.1.1.1.15.1.5
RADIUS-AUTH-SERVER-MIB radiusAuthServAccessAccepts                column       1.3.6.1.2.1.67.1.1.1.1.15.1.6
RADIUS-AUTH-SERVER-MIB radiusAuthServAccessRejects                column       1.3.6.1.2.1.67.1.1.1.1.15.1.7
RADIUS-AUTH-SERVER-MIB radiusAuthServAccessChallenges             column       1.3.6.1.2.1.67.1.1.1.1.15.1.8
RADIUS-AUTH-SERVER-MIB radiusAuthServMalformedAccessRequests      column       1.3.6.1.2.1.67.1.1.1.1.15.1.9
RADIUS-AUTH-SERVER-MIB radiusAuthServBadAuthenticators            column       1.3.6.1.2.1.67.1.1.1.1.15.1.10
RADIUS-AUTH-SERVER-MIB radiusAuthServPacketsDropped               column       1.3.6.1.2.1.67.1.1.1.1.15.1.11
RADIUS-AUTH-SERVER-MIB radiusAuthServUnknownTypes                 column       1.3.6.1.2.1.67.1.1.1.1.15.1.12
RADIUS-AUTH-SERVER-MIB radiusAuthServMIBConformance               node         1.3.6.1.2.1.67.1.1.2
RADIUS-AUTH-SERVER-MIB radiusAuthServMIBCompliances               node         1.3.6.1.2.1.67.1.1.2.1
RADIUS-AUTH-SERVER-MIB radiusAuthServMIBGroups                    node         1.3.6.1.2.1.67.1.1.2.2
# ATM-MIB list of identifiers (generated by smidump 0.4.5)

ATM-MIB atmMIB                          node         1.3.6.1.2.1.37
ATM-MIB atmMIBObjects                   node         1.3.6.1.2.1.37.1
ATM-MIB atmInterfaceConfTable           table        1.3.6.1.2.1.37.1.2
ATM-MIB atmInterfaceConfEntry           row          1.3.6.1.2.1.37.1.2.1
ATM-MIB atmInterfaceMaxVpcs             column       1.3.6.1.2.1.37.1.2.1.1
ATM-MIB atmInterfaceMaxVccs             column       1.3.6.1.2.1.37.1.2.1.2
ATM-MIB atmInterfaceConfVpcs            column       1.3.6.1.2.1.37.1.2.1.3
ATM-MIB atmInterfaceConfVccs            column       1.3.6.1.2.1.37.1.2.1.4
ATM-MIB atmInterfaceMaxActiveVpiBits    column       1.3.6.1.2.1.37.1.2.1.5
ATM-MIB atmInterfaceMaxActiveVciBits    column       1.3.6.1.2.1.37.1.2.1.6
ATM-MIB atmInterfaceIlmiVpi             column       1.3.6.1.2.1.37.1.2.1.7
ATM-MIB atmInterfaceIlmiVci             column       1.3.6.1.2.1.37.1.2.1.8
ATM-MIB atmInterfaceAddressType         column       1.3.6.1.2.1.37.1.2.1.9
ATM-MIB atmInterfaceAdminAddress        column       1.3.6.1.2.1.37.1.2.1.10
ATM-MIB atmInterfaceMyNeighborIpAddress column       1.3.6.1.2.1.37.1.2.1.11
ATM-MIB atmInterfaceMyNeighborIfName    column       1.3.6.1.2.1.37.1.2.1.12
ATM-MIB atmInterfaceCurrentMaxVpiBits   column       1.3.6.1.2.1.37.1.2.1.13
ATM-MIB atmInterfaceCurrentMaxVciBits   column       1.3.6.1.2.1.37.1.2.1.14
ATM-MIB atmInterfaceSubscrAddress       column       1.3.6.1.2.1.37.1.2.1.15
ATM-MIB atmInterfaceDs3PlcpTable        table        1.3.6.1.2.1.37.1.3
ATM-MIB atmInterfaceDs3PlcpEntry        row          1.3.6.1.2.1.37.1.3.1
ATM-MIB atmInterfaceDs3PlcpSEFSs        column       1.3.6.1.2.1.37.1.3.1.1
ATM-MIB atmInterfaceDs3PlcpAlarmState   column       1.3.6.1.2.1.37.1.3.1.2
ATM-MIB atmInterfaceDs3PlcpUASs         column       1.3.6.1.2.1.37.1.3.1.3
ATM-MIB atmInterfaceTCTable             table        1.3.6.1.2.1.37.1.4
ATM-MIB atmInterfaceTCEntry             row          1.3.6.1.2.1.37.1.4.1
ATM-MIB atmInterfaceOCDEvents           column       1.3.6.1.2.1.37.1.4.1.1
ATM-MIB atmInterfaceTCAlarmState        column       1.3.6.1.2.1.37.1.4.1.2
ATM-MIB atmTrafficDescrParamTable       table        1.3.6.1.2.1.37.1.5
ATM-MIB atmTrafficDescrParamEntry       row          1.3.6.1.2.1.37.1.5.1
ATM-MIB atmTrafficDescrParamIndex       column       1.3.6.1.2.1.37.1.5.1.1
ATM-MIB atmTrafficDescrType             column       1.3.6.1.2.1.37.1.5.1.2
ATM-MIB atmTrafficDescrParam1           column       1.3.6.1.2.1.37.1.5.1.3
ATM-MIB atmTrafficDescrParam2           column       1.3.6.1.2.1.37.1.5.1.4
ATM-MIB atmTrafficDescrParam3           column       1.3.6.1.2.1.37.1.5.1.5
ATM-MIB atmTrafficDescrParam4           column       1.3.6.1.2.1.37.1.5.1.6
ATM-MIB atmTrafficDescrParam5           column       1.3.6.1.2.1.37.1.5.1.7
ATM-MIB atmTrafficQoSClass              column       1.3.6.1.2.1.37.1.5.1.8
ATM-MIB atmTrafficDescrRowStatus        column       1.3.6.1.2.1.37.1.5.1.9
ATM-MIB atmServiceCategory              column       1.3.6.1.2.1.37.1.5.1.10
ATM-MIB atmTrafficFrameDiscard          column       1.3.6.1.2.1.37.1.5.1.11
ATM-MIB atmVplTable                     table        1.3.6.1.2.1.37.1.6
ATM-MIB atmVplEntry                     row          1.3.6.1.2.1.37.1.6.1
ATM-MIB atmVplVpi                       column       1.3.6.1.2.1.37.1.6.1.1
ATM-MIB atmVplAdminStatus               column       1.3.6.1.2.1.37.1.6.1.2
ATM-MIB atmVplOperStatus                column       1.3.6.1.2.1.37.1.6.1.3
ATM-MIB atmVplLastChange                column       1.3.6.1.2.1.37.1.6.1.4
ATM-MIB atmVplReceiveTrafficDescrIndex  column       1.3.6.1.2.1.37.1.6.1.5
ATM-MIB atmVplTransmitTrafficDescrIndex column       1.3.6.1.2.1.37.1.6.1.6
ATM-MIB atmVplCrossConnectIdentifier    column       1.3.6.1.2.1.37.1.6.1.7
ATM-MIB atmVplRowStatus                 column       1.3.6.1.2.1.37.1.6.1.8
ATM-MIB atmVplCastType                  column       1.3.6.1.2.1.37.1.6.1.9
ATM-MIB atmVplConnKind                  column       1.3.6.1.2.1.37.1.6.1.10
ATM-MIB atmVclTable                     table        1.3.6.1.2.1.37.1.7
ATM-MIB atmVclEntry                     row          1.3.6.1.2.1.37.1.7.1
ATM-MIB atmVclVpi                       column       1.3.6.1.2.1.37.1.7.1.1
ATM-MIB atmVclVci                       column       1.3.6.1.2.1.37.1.7.1.2
ATM-MIB atmVclAdminStatus               column       1.3.6.1.2.1.37.1.7.1.3
ATM-MIB atmVclOperStatus                column       1.3.6.1.2.1.37.1.7.1.4
ATM-MIB atmVclLastChange                column       1.3.6.1.2.1.37.1.7.1.5
ATM-MIB atmVclReceiveTrafficDescrIndex  column       1.3.6.1.2.1.37.1.7.1.6
ATM-MIB atmVclTransmitTrafficDescrIndex column       1.3.6.1.2.1.37.1.7.1.7
ATM-MIB atmVccAalType                   column       1.3.6.1.2.1.37.1.7.1.8
ATM-MIB atmVccAal5CpcsTransmitSduSize   column       1.3.6.1.2.1.37.1.7.1.9
ATM-MIB atmVccAal5CpcsReceiveSduSize    column       1.3.6.1.2.1.37.1.7.1.10
ATM-MIB atmVccAal5EncapsType            column       1.3.6.1.2.1.37.1.7.1.11
ATM-MIB atmVclCrossConnectIdentifier    column       1.3.6.1.2.1.37.1.7.1.12
ATM-MIB atmVclRowStatus                 column       1.3.6.1.2.1.37.1.7.1.13
ATM-MIB atmVclCastType                  column       1.3.6.1.2.1.37.1.7.1.14
ATM-MIB atmVclConnKind                  column       1.3.6.1.2.1.37.1.7.1.15
ATM-MIB atmVpCrossConnectIndexNext      scalar       1.3.6.1.2.1.37.1.8
ATM-MIB atmVpCrossConnectTable          table        1.3.6.1.2.1.37.1.9
ATM-MIB atmVpCrossConnectEntry          row          1.3.6.1.2.1.37.1.9.1
ATM-MIB atmVpCrossConnectIndex          column       1.3.6.1.2.1.37.1.9.1.1
ATM-MIB atmVpCrossConnectLowIfIndex     column       1.3.6.1.2.1.37.1.9.1.2
ATM-MIB atmVpCrossConnectLowVpi         column       1.3.6.1.2.1.37.1.9.1.3
ATM-MIB atmVpCrossConnectHighIfIndex    column       1.3.6.1.2.1.37.1.9.1.4
ATM-MIB atmVpCrossConnectHighVpi        column       1.3.6.1.2.1.37.1.9.1.5
ATM-MIB atmVpCrossConnectAdminStatus    column       1.3.6.1.2.1.37.1.9.1.6
ATM-MIB atmVpCrossConnectL2HOperStatus  column       1.3.6.1.2.1.37.1.9.1.7
ATM-MIB atmVpCrossConnectH2LOperStatus  column       1.3.6.1.2.1.37.1.9.1.8
ATM-MIB atmVpCrossConnectL2HLastChange  column       1.3.6.1.2.1.37.1.9.1.9
ATM-MIB atmVpCrossConnectH2LLastChange  column       1.3.6.1.2.1.37.1.9.1.10
ATM-MIB atmVpCrossConnectRowStatus      column       1.3.6.1.2.1.37.1.9.1.11
ATM-MIB atmVcCrossConnectIndexNext      scalar       1.3.6.1.2.1.37.1.10
ATM-MIB atmVcCrossConnectTable          table        1.3.6.1.2.1.37.1.11
ATM-MIB atmVcCrossConnectEntry          row          1.3.6.1.2.1.37.1.11.1
ATM-MIB atmVcCrossConnectIndex          column       1.3.6.1.2.1.37.1.11.1.1
ATM-MIB atmVcCrossConnectLowIfIndex     column       1.3.6.1.2.1.37.1.11.1.2
ATM-MIB atmVcCrossConnectLowVpi         column       1.3.6.1.2.1.37.1.11.1.3
ATM-MIB atmVcCrossConnectLowVci         column       1.3.6.1.2.1.37.1.11.1.4
ATM-MIB atmVcCrossConnectHighIfIndex    column       1.3.6.1.2.1.37.1.11.1.5
ATM-MIB atmVcCrossConnectHighVpi        column       1.3.6.1.2.1.37.1.11.1.6
ATM-MIB atmVcCrossConnectHighVci        column       1.3.6.1.2.1.37.1.11.1.7
ATM-MIB atmVcCrossConnectAdminStatus    column       1.3.6.1.2.1.37.1.11.1.8
ATM-MIB atmVcCrossConnectL2HOperStatus  column       1.3.6.1.2.1.37.1.11.1.9
ATM-MIB atmVcCrossConnectH2LOperStatus  column       1.3.6.1.2.1.37.1.11.1.10
ATM-MIB atmVcCrossConnectL2HLastChange  column       1.3.6.1.2.1.37.1.11.1.11
ATM-MIB atmVcCrossConnectH2LLastChange  column       1.3.6.1.2.1.37.1.11.1.12
ATM-MIB atmVcCrossConnectRowStatus      column       1.3.6.1.2.1.37.1.11.1.13
ATM-MIB aal5VccTable                    table        1.3.6.1.2.1.37.1.12
ATM-MIB aal5VccEntry                    row          1.3.6.1.2.1.37.1.12.1
ATM-MIB aal5VccVpi                      column       1.3.6.1.2.1.37.1.12.1.1
ATM-MIB aal5VccVci                      column       1.3.6.1.2.1.37.1.12.1.2
ATM-MIB aal5VccCrcErrors                column       1.3.6.1.2.1.37.1.12.1.3
ATM-MIB aal5VccSarTimeOuts              column       1.3.6.1.2.1.37.1.12.1.4
ATM-MIB aal5VccOverSizedSDUs            column       1.3.6.1.2.1.37.1.12.1.5
ATM-MIB atmTrafficDescrParamIndexNext   scalar       1.3.6.1.2.1.37.1.13
ATM-MIB atmMIBConformance               node         1.3.6.1.2.1.37.2
ATM-MIB atmMIBGroups                    node         1.3.6.1.2.1.37.2.1
ATM-MIB atmMIBCompliances               node         1.3.6.1.2.1.37.2.2
# ATM2-MIB list of identifiers (generated by smidump 0.4.5)

ATM2-MIB atm2MIB                          node         1.3.6.1.2.1.37.1.14
ATM2-MIB atm2MIBObjects                   node         1.3.6.1.2.1.37.1.14.1
ATM2-MIB atmSvcVpCrossConnectTable        table        1.3.6.1.2.1.37.1.14.1.1
ATM2-MIB atmSvcVpCrossConnectEntry        row          1.3.6.1.2.1.37.1.14.1.1.1
ATM2-MIB atmSvcVpCrossConnectIndex        column       1.3.6.1.2.1.37.1.14.1.1.1.1
ATM2-MIB atmSvcVpCrossConnectLowIfIndex   column       1.3.6.1.2.1.37.1.14.1.1.1.2
ATM2-MIB atmSvcVpCrossConnectLowVpi       column       1.3.6.1.2.1.37.1.14.1.1.1.3
ATM2-MIB atmSvcVpCrossConnectHighIfIndex  column       1.3.6.1.2.1.37.1.14.1.1.1.4
ATM2-MIB atmSvcVpCrossConnectHighVpi      column       1.3.6.1.2.1.37.1.14.1.1.1.5
ATM2-MIB atmSvcVpCrossConnectCreationTime column       1.3.6.1.2.1.37.1.14.1.1.1.6
ATM2-MIB atmSvcVpCrossConnectRowStatus    column       1.3.6.1.2.1.37.1.14.1.1.1.7
ATM2-MIB atmSvcVcCrossConnectTable        table        1.3.6.1.2.1.37.1.14.1.2
ATM2-MIB atmSvcVcCrossConnectEntry        row          1.3.6.1.2.1.37.1.14.1.2.1
ATM2-MIB atmSvcVcCrossConnectIndex        column       1.3.6.1.2.1.37.1.14.1.2.1.1
ATM2-MIB atmSvcVcCrossConnectLowIfIndex   column       1.3.6.1.2.1.37.1.14.1.2.1.2
ATM2-MIB atmSvcVcCrossConnectLowVpi       column       1.3.6.1.2.1.37.1.14.1.2.1.3
ATM2-MIB atmSvcVcCrossConnectLowVci       column       1.3.6.1.2.1.37.1.14.1.2.1.4
ATM2-MIB atmSvcVcCrossConnectHighIfIndex  column       1.3.6.1.2.1.37.1.14.1.2.1.5
ATM2-MIB atmSvcVcCrossConnectHighVpi      column       1.3.6.1.2.1.37.1.14.1.2.1.6
ATM2-MIB atmSvcVcCrossConnectHighVci      column       1.3.6.1.2.1.37.1.14.1.2.1.7
ATM2-MIB atmSvcVcCrossConnectCreationTime column       1.3.6.1.2.1.37.1.14.1.2.1.8
ATM2-MIB atmSvcVcCrossConnectRowStatus    column       1.3.6.1.2.1.37.1.14.1.2.1.9
ATM2-MIB atmSigStatTable                  table        1.3.6.1.2.1.37.1.14.1.3
ATM2-MIB atmSigStatEntry                  row          1.3.6.1.2.1.37.1.14.1.3.1
ATM2-MIB atmSigSSCOPConEvents             column       1.3.6.1.2.1.37.1.14.1.3.1.1
ATM2-MIB atmSigSSCOPErrdPdus              column       1.3.6.1.2.1.37.1.14.1.3.1.2
ATM2-MIB atmSigDetectSetupAttempts        column       1.3.6.1.2.1.37.1.14.1.3.1.3
ATM2-MIB atmSigEmitSetupAttempts          column       1.3.6.1.2.1.37.1.14.1.3.1.4
ATM2-MIB atmSigDetectUnavailRoutes        column       1.3.6.1.2.1.37.1.14.1.3.1.5
ATM2-MIB atmSigEmitUnavailRoutes          column       1.3.6.1.2.1.37.1.14.1.3.1.6
ATM2-MIB atmSigDetectUnavailResrcs        column       1.3.6.1.2.1.37.1.14.1.3.1.7
ATM2-MIB atmSigEmitUnavailResrcs          column       1.3.6.1.2.1.37.1.14.1.3.1.8
ATM2-MIB atmSigDetectCldPtyEvents         column       1.3.6.1.2.1.37.1.14.1.3.1.9
ATM2-MIB atmSigEmitCldPtyEvents           column       1.3.6.1.2.1.37.1.14.1.3.1.10
ATM2-MIB atmSigDetectMsgErrors            column       1.3.6.1.2.1.37.1.14.1.3.1.11
ATM2-MIB atmSigEmitMsgErrors              column       1.3.6.1.2.1.37.1.14.1.3.1.12
ATM2-MIB atmSigDetectClgPtyEvents         column       1.3.6.1.2.1.37.1.14.1.3.1.13
ATM2-MIB atmSigEmitClgPtyEvents           column       1.3.6.1.2.1.37.1.14.1.3.1.14
ATM2-MIB atmSigDetectTimerExpireds        column       1.3.6.1.2.1.37.1.14.1.3.1.15
ATM2-MIB atmSigEmitTimerExpireds          column       1.3.6.1.2.1.37.1.14.1.3.1.16
ATM2-MIB atmSigDetectRestarts             column       1.3.6.1.2.1.37.1.14.1.3.1.17
ATM2-MIB atmSigEmitRestarts               column       1.3.6.1.2.1.37.1.14.1.3.1.18
ATM2-MIB atmSigInEstabls                  column       1.3.6.1.2.1.37.1.14.1.3.1.19
ATM2-MIB atmSigOutEstabls                 column       1.3.6.1.2.1.37.1.14.1.3.1.20
ATM2-MIB atmSigSupportTable               table        1.3.6.1.2.1.37.1.14.1.4
ATM2-MIB atmSigSupportEntry               row          1.3.6.1.2.1.37.1.14.1.4.1
ATM2-MIB atmSigSupportClgPtyNumDel        column       1.3.6.1.2.1.37.1.14.1.4.1.1
ATM2-MIB atmSigSupportClgPtySubAddr       column       1.3.6.1.2.1.37.1.14.1.4.1.2
ATM2-MIB atmSigSupportCldPtySubAddr       column       1.3.6.1.2.1.37.1.14.1.4.1.3
ATM2-MIB atmSigSupportHiLyrInfo           column       1.3.6.1.2.1.37.1.14.1.4.1.4
ATM2-MIB atmSigSupportLoLyrInfo           column       1.3.6.1.2.1.37.1.14.1.4.1.5
ATM2-MIB atmSigSupportBlliRepeatInd       column       1.3.6.1.2.1.37.1.14.1.4.1.6
ATM2-MIB atmSigSupportAALInfo             column       1.3.6.1.2.1.37.1.14.1.4.1.7
ATM2-MIB atmSigSupportPrefCarrier         column       1.3.6.1.2.1.37.1.14.1.4.1.8
ATM2-MIB atmSigDescrParamTable            table        1.3.6.1.2.1.37.1.14.1.5
ATM2-MIB atmSigDescrParamEntry            row          1.3.6.1.2.1.37.1.14.1.5.1
ATM2-MIB atmSigDescrParamIndex            column       1.3.6.1.2.1.37.1.14.1.5.1.1
ATM2-MIB atmSigDescrParamAalType          column       1.3.6.1.2.1.37.1.14.1.5.1.2
ATM2-MIB atmSigDescrParamAalSscsType      column       1.3.6.1.2.1.37.1.14.1.5.1.3
ATM2-MIB atmSigDescrParamBhliType         column       1.3.6.1.2.1.37.1.14.1.5.1.4
ATM2-MIB atmSigDescrParamBhliInfo         column       1.3.6.1.2.1.37.1.14.1.5.1.5
ATM2-MIB atmSigDescrParamBbcConnConf      column       1.3.6.1.2.1.37.1.14.1.5.1.6
ATM2-MIB atmSigDescrParamBlliLayer2       column       1.3.6.1.2.1.37.1.14.1.5.1.7
ATM2-MIB atmSigDescrParamBlliLayer3       column       1.3.6.1.2.1.37.1.14.1.5.1.8
ATM2-MIB atmSigDescrParamBlliPktSize      column       1.3.6.1.2.1.37.1.14.1.5.1.9
ATM2-MIB atmSigDescrParamBlliSnapId       column       1.3.6.1.2.1.37.1.14.1.5.1.10
ATM2-MIB atmSigDescrParamBlliOuiPid       column       1.3.6.1.2.1.37.1.14.1.5.1.11
ATM2-MIB atmSigDescrParamRowStatus        column       1.3.6.1.2.1.37.1.14.1.5.1.12
ATM2-MIB atmIfRegisteredAddrTable         table        1.3.6.1.2.1.37.1.14.1.6
ATM2-MIB atmIfRegisteredAddrEntry         row          1.3.6.1.2.1.37.1.14.1.6.1
ATM2-MIB atmIfRegAddrAddress              column       1.3.6.1.2.1.37.1.14.1.6.1.1
ATM2-MIB atmIfRegAddrAddressSource        column       1.3.6.1.2.1.37.1.14.1.6.1.2
ATM2-MIB atmIfRegAddrOrgScope             column       1.3.6.1.2.1.37.1.14.1.6.1.3
ATM2-MIB atmIfRegAddrRowStatus            column       1.3.6.1.2.1.37.1.14.1.6.1.4
ATM2-MIB atmVclAddrTable                  table        1.3.6.1.2.1.37.1.14.1.7
ATM2-MIB atmVclAddrEntry                  row          1.3.6.1.2.1.37.1.14.1.7.1
ATM2-MIB atmVclAddrAddr                   column       1.3.6.1.2.1.37.1.14.1.7.1.1
ATM2-MIB atmVclAddrType                   column       1.3.6.1.2.1.37.1.14.1.7.1.2
ATM2-MIB atmVclAddrRowStatus              column       1.3.6.1.2.1.37.1.14.1.7.1.3
ATM2-MIB atmAddrVclTable                  table        1.3.6.1.2.1.37.1.14.1.8
ATM2-MIB atmAddrVclEntry                  row          1.3.6.1.2.1.37.1.14.1.8.1
ATM2-MIB atmAddrVclAtmIfIndex             column       1.3.6.1.2.1.37.1.14.1.8.1.1
ATM2-MIB atmAddrVclVpi                    column       1.3.6.1.2.1.37.1.14.1.8.1.2
ATM2-MIB atmAddrVclVci                    column       1.3.6.1.2.1.37.1.14.1.8.1.3
ATM2-MIB atmAddrVclAddrType               column       1.3.6.1.2.1.37.1.14.1.8.1.4
ATM2-MIB atmVplStatTable                  table        1.3.6.1.2.1.37.1.14.1.9
ATM2-MIB atmVplStatEntry                  row          1.3.6.1.2.1.37.1.14.1.9.1
ATM2-MIB atmVplStatTotalCellIns           column       1.3.6.1.2.1.37.1.14.1.9.1.1
ATM2-MIB atmVplStatClp0CellIns            column       1.3.6.1.2.1.37.1.14.1.9.1.2
ATM2-MIB atmVplStatTotalDiscards          column       1.3.6.1.2.1.37.1.14.1.9.1.3
ATM2-MIB atmVplStatClp0Discards           column       1.3.6.1.2.1.37.1.14.1.9.1.4
ATM2-MIB atmVplStatTotalCellOuts          column       1.3.6.1.2.1.37.1.14.1.9.1.5
ATM2-MIB atmVplStatClp0CellOuts           column       1.3.6.1.2.1.37.1.14.1.9.1.6
ATM2-MIB atmVplStatClp0Tagged             column       1.3.6.1.2.1.37.1.14.1.9.1.7
ATM2-MIB atmVplLogicalPortTable           table        1.3.6.1.2.1.37.1.14.1.10
ATM2-MIB atmVplLogicalPortEntry           row          1.3.6.1.2.1.37.1.14.1.10.1
ATM2-MIB atmVplLogicalPortDef             column       1.3.6.1.2.1.37.1.14.1.10.1.1
ATM2-MIB atmVplLogicalPortIndex           column       1.3.6.1.2.1.37.1.14.1.10.1.2
ATM2-MIB atmVclStatTable                  table        1.3.6.1.2.1.37.1.14.1.11
ATM2-MIB atmVclStatEntry                  row          1.3.6.1.2.1.37.1.14.1.11.1
ATM2-MIB atmVclStatTotalCellIns           column       1.3.6.1.2.1.37.1.14.1.11.1.1
ATM2-MIB atmVclStatClp0CellIns            column       1.3.6.1.2.1.37.1.14.1.11.1.2
ATM2-MIB atmVclStatTotalDiscards          column       1.3.6.1.2.1.37.1.14.1.11.1.3
ATM2-MIB atmVclStatClp0Discards           column       1.3.6.1.2.1.37.1.14.1.11.1.4
ATM2-MIB atmVclStatTotalCellOuts          column       1.3.6.1.2.1.37.1.14.1.11.1.5
ATM2-MIB atmVclStatClp0CellOuts           column       1.3.6.1.2.1.37.1.14.1.11.1.6
ATM2-MIB atmVclStatClp0Tagged             column       1.3.6.1.2.1.37.1.14.1.11.1.7
ATM2-MIB atmAal5VclStatTable              table        1.3.6.1.2.1.37.1.14.1.12
ATM2-MIB atmAal5VclStatEntry              row          1.3.6.1.2.1.37.1.14.1.12.1
ATM2-MIB atmAal5VclInPkts                 column       1.3.6.1.2.1.37.1.14.1.12.1.1
ATM2-MIB atmAal5VclOutPkts                column       1.3.6.1.2.1.37.1.14.1.12.1.2
ATM2-MIB atmAal5VclInOctets               column       1.3.6.1.2.1.37.1.14.1.12.1.3
ATM2-MIB atmAal5VclOutOctets              column       1.3.6.1.2.1.37.1.14.1.12.1.4
ATM2-MIB atmVclGenTable                   table        1.3.6.1.2.1.37.1.14.1.13
ATM2-MIB atmVclGenEntry                   row          1.3.6.1.2.1.37.1.14.1.13.1
ATM2-MIB atmVclGenSigDescrIndex           column       1.3.6.1.2.1.37.1.14.1.13.1.1
ATM2-MIB atmInterfaceExtTable             table        1.3.6.1.2.1.37.1.14.1.14
ATM2-MIB atmInterfaceExtEntry             row          1.3.6.1.2.1.37.1.14.1.14.1
ATM2-MIB atmIntfConfigType                column       1.3.6.1.2.1.37.1.14.1.14.1.1
ATM2-MIB atmIntfActualType                column       1.3.6.1.2.1.37.1.14.1.14.1.2
ATM2-MIB atmIntfConfigSide                column       1.3.6.1.2.1.37.1.14.1.14.1.3
ATM2-MIB atmIntfActualSide                column       1.3.6.1.2.1.37.1.14.1.14.1.4
ATM2-MIB atmIntfIlmiAdminStatus           column       1.3.6.1.2.1.37.1.14.1.14.1.5
ATM2-MIB atmIntfIlmiOperStatus            column       1.3.6.1.2.1.37.1.14.1.14.1.6
ATM2-MIB atmIntfIlmiFsmState              column       1.3.6.1.2.1.37.1.14.1.14.1.7
ATM2-MIB atmIntfIlmiEstablishConPollIntvl column       1.3.6.1.2.1.37.1.14.1.14.1.8
ATM2-MIB atmIntfIlmiCheckConPollIntvl     column       1.3.6.1.2.1.37.1.14.1.14.1.9
ATM2-MIB atmIntfIlmiConPollInactFactor    column       1.3.6.1.2.1.37.1.14.1.14.1.10
ATM2-MIB atmIntfIlmiPublicPrivateIndctr   column       1.3.6.1.2.1.37.1.14.1.14.1.11
ATM2-MIB atmInterfaceConfMaxSvpcVpi       column       1.3.6.1.2.1.37.1.14.1.14.1.12
ATM2-MIB atmInterfaceCurrentMaxSvpcVpi    column       1.3.6.1.2.1.37.1.14.1.14.1.13
ATM2-MIB atmInterfaceConfMaxSvccVpi       column       1.3.6.1.2.1.37.1.14.1.14.1.14
ATM2-MIB atmInterfaceCurrentMaxSvccVpi    column       1.3.6.1.2.1.37.1.14.1.14.1.15
ATM2-MIB atmInterfaceConfMinSvccVci       column       1.3.6.1.2.1.37.1.14.1.14.1.16
ATM2-MIB atmInterfaceCurrentMinSvccVci    column       1.3.6.1.2.1.37.1.14.1.14.1.17
ATM2-MIB atmIntfSigVccRxTrafficDescrIndex column       1.3.6.1.2.1.37.1.14.1.14.1.18
ATM2-MIB atmIntfSigVccTxTrafficDescrIndex column       1.3.6.1.2.1.37.1.14.1.14.1.19
ATM2-MIB atmIntfPvcFailures               column       1.3.6.1.2.1.37.1.14.1.14.1.20
ATM2-MIB atmIntfCurrentlyFailingPVpls     column       1.3.6.1.2.1.37.1.14.1.14.1.21
ATM2-MIB atmIntfCurrentlyFailingPVcls     column       1.3.6.1.2.1.37.1.14.1.14.1.22
ATM2-MIB atmIntfPvcFailuresTrapEnable     column       1.3.6.1.2.1.37.1.14.1.14.1.23
ATM2-MIB atmIntfPvcNotificationInterval   column       1.3.6.1.2.1.37.1.14.1.14.1.24
ATM2-MIB atmIntfLeafSetupFailures         column       1.3.6.1.2.1.37.1.14.1.14.1.25
ATM2-MIB atmIntfLeafSetupRequests         column       1.3.6.1.2.1.37.1.14.1.14.1.26
ATM2-MIB atmIlmiSrvcRegTable              table        1.3.6.1.2.1.37.1.14.1.15
ATM2-MIB atmIlmiSrvcRegEntry              row          1.3.6.1.2.1.37.1.14.1.15.1
ATM2-MIB atmIlmiSrvcRegIndex              column       1.3.6.1.2.1.37.1.14.1.15.1.1
